event,gender,clas_s,typ,wind,name,year,position,school,series,mark,points
High Jump,Girls,2,Finals,,"Spencer, Rushaun",12,12, Wolmers Girls' S,"[[], []]",J1.58m,0
High Jump,Girls,2,Finals,,"Qadir, Hanifah",12,13, Excelsior High,"[[], []]",1.50m,0
High Jump,Girls,3,Finals,,"Spencer, Samara",12,1, Hydel High School,"[[], []]",1.71m,9
High Jump,Girls,3,Finals,,"Forrester, Annastacia",12,2, Manchester High,"[[], []]",J1.71m,7
High Jump,Girls,3,Finals,,"Foster, Gabriel",12,3, Convent OF Mercy,"[[], []]",1.68m,6
High Jump,Girls,3,Finals,,"Baker, Colestia",12,4, Holmwood Technical,"[[], []]",1.62m,5
High Jump,Girls,3,Finals,,"Thomas, Brianna",12,5, Holmwood Technical,"[[], []]",J1.62m,4
High Jump,Girls,3,Finals,,"Daniel, Donieke",12,6, Campion College,"[[], []]",J1.62m,3
High Jump,Girls,3,Finals,,"Kenzie, Shanae",12,7, Manchester High,"[[], []]",1.58m,2
High Jump,Girls,3,Finals,,"Kerr, Britny",12,8, Hydel High School,"[[], []]",J1.58m,1
High Jump,Girls,3,Finals,,"Hickling, Tissanna",12,9, St. Jago High,"[[], []]",J1.58m,0
High Jump,Girls,3,Finals,,"Smith, Kathleen",12,10, Ardenne High School,"[[], []]",1.54m,0
High Jump,Girls,3,Finals,,"Hearne, Subrena",12,11, Convent OF Mercy,"[[], []]",1.50m,0
High Jump,Girls,3,Finals,,"Boyd, Atalliah",12,, St. Jago High,"[[], []]",NH,"['', '', '', 'NH']"
High Jump,Girls,4,Finals,,"Salmon, Shian",12,1, Hydel High School,"[[], []]",1.67mR   9,9
High Jump,Girls,4,Finals,,"Farquharson, Toni-Ann",12,2, Wolmers Girls' S,"[[], []]",1.63m,7
High Jump,Girls,4,Finals,,"Russell, Zinedine",12,3, Convent OF Mercy,"[[], []]",1.61m,6
High Jump,Girls,4,Finals,,"White, Anthonette",12,4, Holy Childhood High,"[[], []]",1.59m,5
High Jump,Girls,4,Finals,,"Jones, Rushellee",12,5, Buff Bay High SC,"[[], []]",J1.59m,4
High Jump,Girls,4,Finals,,"Morris, D'Andra",12,6, ST Andrew High,"[[], []]",1.53m,3
High Jump,Girls,4,Finals,,"Murray, Lorean",12,7, ST Andrew High,"[[], []]",J1.53m,2
High Jump,Girls,4,Finals,,"Simpson, Kelesia",12,8, Manchester High,"[[], []]",J1.53m,1
High Jump,Girls,4,Finals,,"Peart, Gabrielle",12,9, Campion College,"[[], []]",1.50m,0
High Jump,Girls,4,Finals,,"Spence, Jolaine",12,10, Wolmers Girls' S,"[[], []]",1.45m,0
High Jump,Girls,4,Finals,,"Wynter, Melanie",12,10, Convent OF Mercy,"[[], []]",1.45m,0
High Jump,Girls,4,Finals,,"Lawson, Celia",12,10, Ardenne High School,"[[], []]",1.45m,0
High Jump,Boys,1,Finals,,David J.L.,12,1, Kingston College,"[[], []]",2.10m,9
High Jump,Boys,1,Finals,,"Robinson, Demar",12,2, Calabar High School,"[[], []]",J2.10m,7
High Jump,Boys,1,Finals,,"Lewis, Jason",12,3, Wolmers' Boys SC,"[[], []]",2.07m,6
High Jump,Boys,1,Finals,,"Dunkley, Fitzroy",12,4, Jamaica College,"[[], []]",2.03m,5
High Jump,Boys,1,Finals,,"Blair, Romaine",12,5, Kingston College,"[[], []]",1.99m,3.50
High Jump,Boys,1,Finals,,"Campbell, Matthew",12,5, Ardenne High School,"[[], []]",1.99m,3.50
High Jump,Boys,1,Finals,,"Wright, Ashani",12,7, Jamaica College,"[[], []]",J1.99m,2
High Jump,Boys,1,Finals,,"Johnson, Kemar",12,8, St. George's Col,"[[], []]",J1.99m,1
High Jump,Boys,1,Finals,,"Smith, Maulford",12,9, Wolmers' Boys SC,"[[], []]",J1.99m,0
High Jump,Boys,1,Finals,,"Plummer, Kurt",12,10, Charlie Smith,"[[], []]",1.95m,0
High Jump,Boys,1,Finals,,"Swaby, Jovan",12,, Calabar High School,"[[], []]",NH,"['', 'NH']"
Pole Vault,Boys,Open,Finals,,"Boland, Xavier",12,1, Kingston College,"[[], []]",4.20m,9
Pole Vault,Boys,Open,Finals,,"Lewis, Hugh",12,2, Jamaica College,"[[], []]",4.00m,7
Pole Vault,Boys,Open,Finals,,"Mitchell, Demetri",12,3, Wolmers' Boys SC,"[[], []]",J4.00m,6
Pole Vault,Boys,Open,Finals,,"Bingham, Basil",12,4, Calabar High School,"[[], []]",3.80m,5
Pole Vault,Boys,Open,Finals,,"Adams, Roger",12,5, Wolmers' Boys SC,"[[], []]",3.60m,4
Pole Vault,Boys,Open,Finals,,"Mitchell, Christopher",12,6, Jamaica College,"[[], []]",3.35m,3
Pole Vault,Boys,Open,Finals,,"Cain, Tian",12,7, Calabar High School,"[[], []]",3.20m,2
Pole Vault,Boys,Open,Finals,,"Maise, Kevaughn",12,, Kingston College,"[[], []]",NH,['NH']
Long Jump,Girls,2,Finals,-0.8,Annastacia Forrester,13,1,Manchester High,[],6.30m,9
Long Jump,Girls,2,Finals,1.0,Samara Spencer,13,2,Hydel High,[],6.03m,7
Long Jump,Girls,2,Finals,0.1,Tissanna Hickling,13,3,St. Jago High,[],5.77m,6
Long Jump,Girls,2,Finals,1.1,Trishauna Hemmings,13,4,Glengoffe High,[],5.75m,5
Long Jump,Girls,2,Finals,0.3,Jessica Nobel,13,5,The Queens School,[],5.66m,4
Long Jump,Girls,2,Finals,0.7,Ophelia Hales,13,6,St. Andrew Techn,[],5.53m,3
Long Jump,Girls,2,Finals,2.8,Fiona Barnes,13,7,Vere Technical High,[],5.41m,2
Long Jump,Girls,2,Finals,1.4,Telecia Briscoe,13,8,Edwin Allen High,[],5.40m,1
Long Jump,Girls,2,Finals,1.9,Ave-Anna Venair,13,9,Excelsior High,[],5.39m,0
Long Jump,Girls,2,Finals,2.2,Cassandra Wright,13,10,Edwin Allen High,[],5.37m,0
Long Jump,Girls,2,Finals,2.0,Tanika Williams,13,11,St. Andrew Techn,[],5.25m,0
Long Jump,Girls,2,Finals,1.4,Athacia Parkes,13,12,St. Jago High,[],5.23m,0
Long Jump,Girls,4,Finals,3.9,Shade Parr,13,1,Hydel High,[],5.45m,9
Long Jump,Girls,4,Finals,2.3,Noellea-marie Mason,13,2,Wolmer's Hig,[],5.27m,7
Long Jump,Girls,4,Finals,0.8,Ashanti Moore,13,3,Hydel High,[],5.21m,6
Long Jump,Girls,4,Finals,-0.8,Lotavia Brown,13,4,Edwin Allen High,[],5.10m,5
Long Jump,Girls,4,Finals,2.5,Janielle Josephs,13,5,St. Andrew H,[],5.04m,4
Long Jump,Girls,4,Finals,1.9,Dasha Gray,13,6,The Queens School,[],4.95m,3
Long Jump,Girls,4,Finals,2.2,Danella Dawkins,13,7,Manchester High,[],4.86m,2
Long Jump,Girls,4,Finals,3.1,Reshma Anderson,13,8,Holy Childhood High,[],4.85m,1
Long Jump,Girls,4,Finals,4.8,Marie Forbes,13,9,Vere Technical High,[],4.83m,0
Long Jump,Girls,4,Finals,3.9,Eilika Lane,13,10,Buff Bay High,[],4.80m,0
Long Jump,Girls,4,Finals,1.7,Ashalee Brown,13,11,Immaculate C,[],4.72m,0
Long Jump,Girls,4,Finals,FOUL,Jamani Richards,13,,St. Jago High,[],FOUL,"['', 'FOUL']"
Shot Put,Boys,2,Finals,9,Warren Barrett,13,1,Cornwall College,[],18.18mR,9
Shot Put,Boys,2,Finals,,Kevin Nedrick,13,2,Petersfield High,[],16.08m,7
Shot Put,Boys,2,Finals,,Kyle Mitchell,13,3,Wolmer's Hig,[],16.03m,6
Shot Put,Boys,2,Finals,,Balvin Richards,13,4,Jamaica College,[],15.50m,5
Shot Put,Boys,2,Finals,,Andre Hendricks,13,5,Munro College,[],15.16m,4
Shot Put,Boys,2,Finals,,Daniel Walker,13,6,St. George's Col,[],14.93m,3
Shot Put,Boys,2,Finals,,Galen Hare,13,7,Wolmer's Hig,[],14.62m,2
Shot Put,Boys,2,Finals,,Savion Burke,13,8,Calabar High,[],14.10m,1
Shot Put,Boys,2,Finals,,Vikarie Elliott,13,9,Munro College,[],13.72m,0
Shot Put,Boys,2,Finals,,Jahwahni Hinds,13,10,Calabar High,[],13.36m,0
Shot Put,Boys,2,Finals,,Alroy Williams,13,11,Edwin Allen High,[],12.61m,0
Discus Throw,Boys,1,Finals,,Basil Bingham,13,1,Calabar High,[],60.29m,9
Discus Throw,Boys,1,Finals,,Glendford Watson,13,2,Petersfield High,[],54.21m,7
Discus Throw,Boys,1,Finals,,Demar Gayle,13,3,Edwin Allen High,[],53.36m,6
Discus Throw,Boys,1,Finals,,Alec-Verne Longmore,13,4,Jamaica College,[],50.08m,5
Discus Throw,Boys,1,Finals,,Andre Beckford,13,5,Calabar High,[],49.86m,4
Discus Throw,Boys,1,Finals,,Kino Dunkley,13,6,Munro College,[],46.99m,3
Discus Throw,Boys,1,Finals,,Orlando Stephenson,13,7,Bog Walk High,[],46.24m,2
Discus Throw,Boys,1,Finals,,Eric Campbell,13,8,Oberlin High,[],43.96m,1
Discus Throw,Boys,1,Finals,,Karl-Leon Grant,13,9,Jamaica College,[],43.60m,0
Discus Throw,Boys,1,Finals,,Mickel Hudson,13,10,Kingston College,[],42.89m,0
Discus Throw,Boys,1,Finals,,Rajindra Campbell,13,11,Ferncourt High,[],41.46m,0
Discus Throw,Boys,1,Finals,,Derrick Spencer,13,12,Hydel High,[],40.45m,0
High Jump,Boys,3,Finals,,Malik Cunningham,13,1,Jamaica College,"[[], []]",1.86m,9
High Jump,Boys,3,Finals,,Ricardo Clarke,13,2,Calabar High,"[[], []]",J1.86m,7
High Jump,Boys,3,Finals,,Alexander Thompson,13,3,St. George's Col,"[[], []]",1.80m,6
High Jump,Boys,3,Finals,,Samuel Jordan,13,4,Cedric Titus High,"[[], []]",J1.80m,5
High Jump,Boys,3,Finals,,Symon Myles,13,5,Buff Bay High,"[[], []]",1.75m,3.50
High Jump,Boys,3,Finals,,Shane Nelson,13,5,Kingston College,"[[], []]",1.75m,3.50
High Jump,Boys,3,Finals,,Marco Knight,13,7,Oberlin High,"[[], []]",1.70m,2
High Jump,Boys,3,Finals,,Torray Chambers,13,8,Herbert Morrison,"[[], []]",J1.70m,0.50
High Jump,Boys,3,Finals,,David Edmondson,13,8,Wolmer's Hig,"[[], []]",J1.70m,0.50
High Jump,Boys,3,Finals,,Andrew Betton,13,10,Calabar High,"[[], []]",1.65m,0
High Jump,Boys,3,Finals,,Devonte Bankcroft,13,10,Kingston College,"[[], []]",1.65m,0
High Jump,Boys,3,Finals,,Shakwon Coke,13,10,St. Andrew Techn,"[[], []]",1.65m,0
High Jump,Girls,3,Finals,,Shiann Salmon,13,1,Hydel High,"[[], []]",1.78mR   9,9
High Jump,Girls,3,Finals,,Lamara Distin,13,2,Rusea's High,"[[], []]",1.70m,7
High Jump,Girls,3,Finals,,Shania Ingram,13,3,Edwin Allen High,"[[], []]",J1.70m,6
High Jump,Girls,3,Finals,,Toni-Ann Farquharson,13,4,Wolmer's Hig,"[[], []]",1.65m,5
High Jump,Girls,3,Finals,,Annia Ashley,13,5,Edwin Allen High,"[[], []]",J1.65m,4
High Jump,Girls,3,Finals,,Lorean Murray,13,6,St. Andrew H,"[[], []]",J1.65m,3
High Jump,Girls,3,Finals,,Rushellee Jones,13,7,Buff Bay High,"[[], []]",1.60m,1.50
High Jump,Girls,3,Finals,,Zinedine Russell,13,7,Convent of Mercy,"[[], []]",1.60m,1.50
High Jump,Girls,3,Finals,,Anthonette White,13,9,Holy Childhood High,"[[], []]",J1.60m,0
High Jump,Girls,3,Finals,,Jolaine Spence,13,10,Wolmer's Hig,"[[], []]",1.55m,0
High Jump,Girls,3,Finals,,Daszay Freeman,13,11,Manchester High,"[[], []]",J1.55m,0
High Jump,Girls,3,Finals,,D'Andra Morris,13,12,St. Andrew H,"[[], []]",1.50m,0
Long Jump,Boys,2,Finals,1.1,Shammawi Wellington,14,1,Kingston College,[],7.16m,9
Long Jump,Boys,2,Finals,0.9,Lorenzo Cooper,14,2,St. George's Col,[],6.84m,7
Long Jump,Boys,2,Finals,3.6,Renaldo Richards,14,3,Jamaica College,[],6.83m,6
Long Jump,Boys,2,Finals,-0.1,Rashaun Dawkins,14,4,St. Jago High,[],6.78m,5
Long Jump,Boys,2,Finals,0.3,Alicks Davis,14,5,Mannings High,[],6.77m,4
Long Jump,Boys,2,Finals,0.7,Ouekie Wright,14,6,St. Elizabet,[],6.74m,3
Long Jump,Boys,2,Finals,-0.1,Alrick Ottey,14,7,Cornwall College,[],6.69m,2
Long Jump,Boys,2,Finals,4.4,Sadiki Mcfarlane,14,8,Kingston College,[],6.55m,1
Long Jump,Boys,2,Finals,0.1,Lorne Barrett,14,9,Campion College,[],6.49m,0
Long Jump,Boys,2,Finals,2.8,Alex Robinson,14,10,Calabar High,[],6.32m,0
Long Jump,Boys,2,Finals,0.2,Tasrico Bell,14,11,Iona High,[],6.29m,0
Long Jump,Boys,2,Finals,2.8,Sadiki Morgan,14,12,Wolmer's Hig,[],6.03m,0
Long Jump,Boys,3,Finals,1.1,Shakwon Coke,14,1,St. Andrew Techn,[],6.57m,9
Long Jump,Boys,3,Finals,4.2,Dejour Russell,14,2,Calabar High,[],6.52m,7
Long Jump,Boys,3,Finals,2.4,Joel Morgan,14,3,Excelsior High,[],6.41m,6
Long Jump,Boys,3,Finals,1.6,Samuel Jordan,14,4,Cedric Titus High,[],6.29m,5
Long Jump,Boys,3,Finals,2.7,Kristoffe Clifford,14,5,Calabar High,[],6.10m,4
Long Jump,Boys,3,Finals,2.5,Malik Cunningham,14,6,Jamaica College,[],6.07m,3
Long Jump,Boys,3,Finals,2.9,Ashane Beckford,14,7,Glenmuir High,[],6.05m,2
Long Jump,Boys,3,Finals,4.7,Wayne Pinnock,14,8,Kingston College,[],6.01m,1
Long Jump,Boys,3,Finals,2.9,Andre Edwards,14,9,Munro College,[],5.97m,0
Long Jump,Boys,3,Finals,3.9,Alexander Thompson,14,10,St. George's Col,[],5.86m,0
Long Jump,Boys,3,Finals,1.9,Kyle Mclean,14,11,Jonathan Grant High,[],5.65m,0
Long Jump,Boys,3,Finals,3.2,Keyshan Davis,14,12,St. Jago High,[],5.26m,0
Long Jump,Girls,1,Finals,0.8,Claudette Allen,14,1,Edwin Allen High,[],6.45m,9
Long Jump,Girls,1,Finals,0.3,Tamara Moncrieffe,14,2,Holmwood Tech,[],5.98m,7
Long Jump,Girls,1,Finals,0.5,Jehvania Whyte,14,3,St. Jago High,[],5.86m,6
Long Jump,Girls,1,Finals,1.5,Shanice Lewis,14,4,Edwin Allen High,[],5.78m,5
Long Jump,Girls,1,Finals,1.2,Cheryl-ann Mccarthy,14,5,Camperdown High,[],5.74m,4
Long Jump,Girls,1,Finals,0.9,Kedijah Oliphant,14,6,Oberlin High,[],5.68m,3
Long Jump,Girls,1,Finals,0.6,Shardia Lawrence,14,7,Hydel High,[],5.54m,2
Long Jump,Girls,1,Finals,1.1,Safia Morgan,14,8,Immaculate C,[],5.47m,1
Long Jump,Girls,1,Finals,0.2,Runique Gray,14,9,St. Jago High,[],5.35m,0
Long Jump,Girls,1,Finals,1.7,Shennare Williams,14,10,Vere Technical High,[],5.30m,0
Long Jump,Girls,1,Finals,1.2,Shanice Cannigan,14,11,Rusea's High,[],5.09m,0
Long Jump,Girls,1,Finals,NWI,Andriene Rose,14,,Wolmer's Hig,[],ND,"['ND', '', '', 'NWI']"
Long Jump,Girls,2,Finals,-0.8,Annastacia Forrester,14,1,Manchester High,[],6.30m,9
Long Jump,Girls,2,Finals,1.0,Samara Spencer,14,2,Hydel High,[],6.03m,7
Long Jump,Girls,2,Finals,0.1,Tissanna Hickling,14,3,St. Jago High,[],5.77m,6
Long Jump,Girls,2,Finals,1.1,Trishauna Hemmings,14,4,Glengoffe High,[],5.75m,5
Long Jump,Girls,2,Finals,0.3,Jessica Nobel,14,5,The Queens School,[],5.66m,4
Long Jump,Girls,2,Finals,0.7,Ophelia Hales,14,6,St. Andrew Techn,[],5.53m,3
Long Jump,Girls,2,Finals,2.8,Fiona Barnes,14,7,Vere Technical High,[],5.41m,2
Long Jump,Girls,2,Finals,1.4,Telecia Briscoe,14,8,Edwin Allen High,[],5.40m,1
Long Jump,Girls,2,Finals,1.9,Ave-Anna Venair,14,9,Excelsior High,[],5.39m,0
Long Jump,Girls,2,Finals,2.2,Cassandra Wright,14,10,Edwin Allen High,[],5.37m,0
Long Jump,Girls,2,Finals,2.0,Tanika Williams,14,11,St. Andrew Techn,[],5.25m,0
Long Jump,Girls,2,Finals,1.4,Athacia Parkes,14,12,St. Jago High,[],5.23m,0
Long Jump,Girls,3,Finals,2.8,Annia Ashley,14,1,Edwin Allen High,[],5.62m,9
Long Jump,Girls,3,Finals,4.9,Yanique Dayle,14,2,Hydel High,[],5.61m,7
Long Jump,Girls,3,Finals,3.1,Shiann Salmon,14,3,Hydel High,[],5.58m,6
Long Jump,Girls,3,Finals,3.8,Kimone Shaw,14,4,St. Jago High,[],5.47m,5
Long Jump,Girls,3,Finals,NWI,Chris-ann Bryan,14,5,Wolmer's Hig,[],5.39m,4
Long Jump,Girls,3,Finals,1.9,Keneva Headley,14,6,Holmwood Tech,[],5.33m,3
Long Jump,Girls,3,Finals,1.0,Adrianna Miller,14,7,St. Elizabet,[],5.28m,2
Long Jump,Girls,3,Finals,2.5,Lorean Murray,14,8,St. Andrew H,[],5.21m,1
Long Jump,Girls,3,Finals,4.8,Kristina Davis,14,9,St. Andrew H,[],5.14m,0
Long Jump,Girls,3,Finals,2.9,Monief Heslop,14,10,Camperdown High,[],5.13m,0
Long Jump,Girls,3,Finals,0.7,Susan Francis,14,11,Holmwood Tech,[],5.03m,0
Long Jump,Girls,3,Finals,0.7,Brittany Edwards,14,12,The Queens School,[],4.76m,0
Long Jump,Girls,4,Finals,3.9,Shade Parr,14,1,Hydel High,[],5.45m,9
Long Jump,Girls,4,Finals,2.3,Noellea-marie Mason,14,2,Wolmer's Hig,[],5.27m,7
Long Jump,Girls,4,Finals,0.8,Ashanti Moore,14,3,Hydel High,[],5.21m,6
Long Jump,Girls,4,Finals,-0.8,Lotavia Brown,14,4,Edwin Allen High,[],5.10m,5
Long Jump,Girls,4,Finals,2.5,Janielle Josephs,14,5,St. Andrew H,[],5.04m,4
Long Jump,Girls,4,Finals,1.9,Dasha Gray,14,6,The Queens School,[],4.95m,3
Long Jump,Girls,4,Finals,2.2,Danella Dawkins,14,7,Manchester High,[],4.86m,2
Long Jump,Girls,4,Finals,3.1,Reshma Anderson,14,8,Holy Childhood High,[],4.85m,1
Long Jump,Girls,4,Finals,4.8,Marie Forbes,14,9,Vere Technical High,[],4.83m,0
Long Jump,Girls,4,Finals,3.9,Eilika Lane,14,10,Buff Bay High,[],4.80m,0
Long Jump,Girls,4,Finals,1.7,Ashalee Brown,14,11,Immaculate C,[],4.72m,0
Long Jump,Girls,4,Finals,FOUL,Jamani Richards,14,,St. Jago High,[],FOUL,"['', 'FOUL']"
Long Jump,Boys,1,Finals,NWI,Michane Ricketts,14,1,Edwin Allen High,[],7.52m,9
Long Jump,Boys,1,Finals,0.4,Gavin Gibson,14,2,Kingston College,[],7.37m,7
Long Jump,Boys,1,Finals,-0.1,Obrien Wasome,14,3,Jamaica College,[],7.27m,6
Long Jump,Boys,1,Finals,0.4,Ajani James,14,4,Jamaica College,[],7.21m,5
Long Jump,Boys,1,Finals,NWI,Sharlanjo Nelson,14,5,Kingston College,[],7.12m,4
Long Jump,Boys,1,Finals,-0.8,Teddale Simpson,14,6,Cornwall College,[],7.06m,3
Long Jump,Boys,1,Finals,0.6,Ajamu Graham,14,7,Mannings High,[],7.02m,2
Long Jump,Boys,1,Finals,0.5,Dabarie Spence,14,8,Excelsior High,[],6.98m,1
Long Jump,Boys,1,Finals,-0.1,Javaughn Fowler,14,9,Calabar High,[],6.76m,0
Long Jump,Boys,1,Finals,0.1,Leshon Clennon,14,10,Excelsior High,[],6.75m,0
Long Jump,Boys,1,Finals,0.2,Odaine Lewis,14,11,Cornwall College,[],6.62m,0
Long Jump,Boys,1,Finals,1.1,Javier Ogilvie,14,12,Wolmer's Hig,[],6.36m,0
Triple Jump,Boys,1,Finals,1.3,Clayton Brown,14,1,Jamaica College,[],15.68m,9
Triple Jump,Boys,1,Finals,2.6,Obrien Wasome,14,2,Jamaica College,[],15.60m,7
Triple Jump,Boys,1,Finals,1.9,Odaine Lewis,14,3,Cornwall College,[],15.59m,6
Triple Jump,Boys,1,Finals,2.3,Jordan Scott,14,4,Campion College,[],15.55m,5
Triple Jump,Boys,1,Finals,1.2,Michane Ricketts,14,5,Edwin Allen High,[],15.04m,4
Triple Jump,Boys,1,Finals,0.9,Javauny Hyde,14,6,Wolmer's Hig,[],15.02m,3
Triple Jump,Boys,1,Finals,3.0,Travis Riley,14,7,Calabar High,[],14.98m,2
Triple Jump,Boys,1,Finals,3.2,Anthony Bailey,14,8,Munro College,[],14.60m,1
Triple Jump,Boys,1,Finals,1.8,Otheny Carridice,14,9,Holmwood Tech,[],13.91m,0
Triple Jump,Boys,1,Finals,1.6,Gavin Montaque,14,10,St. Mary High,[],13.84m,0
Triple Jump,Boys,1,Finals,2.2,Gavin Gibson,14,11,Kingston College,[],13.75m,0
Triple Jump,Boys,1,Finals,-0.1,Odel Murphy,14,12,Hydel High,[],13.70m,0
Triple Jump,Girls,Open,Finals,0.9,Tamara Moncrieffe,14,1,Holmwood Tech,[],13.51m,9
Triple Jump,Girls,Open,Finals,1.3,Shardia Lawrence,14,2,Hydel High,[],12.92m,7
Triple Jump,Girls,Open,Finals,2.4,Sabina Allen,14,3,St. Jago High,[],12.83m,6
Triple Jump,Girls,Open,Finals,2.1,Claudette Allen,14,4,Edwin Allen High,[],12.71m,5
Triple Jump,Girls,Open,Finals,0.3,Latavia Coombs,14,5,Holmwood Tech,[],12.68m,4
Triple Jump,Girls,Open,Finals,1.6,Britny Kerr,14,6,Hydel High,[],12.63m,3
Triple Jump,Girls,Open,Finals,1.0,Shamoya Mcneil,14,7,St. Jago High,[],12.62m,2
Triple Jump,Girls,Open,Finals,1.6,Shanique Wright,14,8,Manchester High,[],12.27m,1
Triple Jump,Girls,Open,Finals,0.3,Shanice Lewis,14,9,Edwin Allen High,[],11.15m,0
Triple Jump,Girls,Open,Finals,1.1,Natasha Patterson,14,10,Wolmer's Hig,[],11.05m,0
Triple Jump,Girls,Open,Finals,FOUL,Ave-Anna Venair,14,,Excelsior High,[],FOUL,['FOUL']
Triple Jump,Girls,Open,Finals,FOUL,Danielle Spence,14,,Wolmer's Hig,[],FOUL,"['', '', 'FOUL']"
Triple Jump,Girls,Open,Finals,FOUL,Shennare Williams,14,,Vere Technical High,[],FOUL,"['', '', '', 'FOUL']"
Triple Jump,Girls,Open,Finals,FOUL,Myesha Nott,14,,Rusea's High,[],FOUL,"['', '', 'FOUL']"
Triple Jump,Girls,Open,Finals,FOUL,Daila Gayle,14,,Vere Technical High,[],FOUL,"['', '', '', 'FOUL']"
Triple Jump,Girls,Open,Finals,FOUL,Karisiah Green,14,,St. Elizabet,[],FOUL,"['', '', 'FOUL']"
Triple Jump,Girls,Open,Finals,FOUL,Sharzan Richards,14,,Manchester High,[],FOUL,"['', '', '', 'FOUL']"
Triple Jump,Boys,2,Finals,3.8,Javier Lowe,14,1,Calabar High,[],14.75m,9
Triple Jump,Boys,2,Finals,2.3,Ouekie Wright,14,2,St. Elizabet,[],14.49m,7
Triple Jump,Boys,2,Finals,1.6,Paketo Dudley,14,3,Jamaica College,[],14.43m,6
Triple Jump,Boys,2,Finals,2.1,Alrick Ottey,14,4,Cornwall College,[],14.33m,5
Triple Jump,Boys,2,Finals,4.7,Shemar Stona,14,5,Kingston College,[],14.03m,4
Triple Jump,Boys,2,Finals,1.9,Brian-neil Robinson,14,6,St. Elizabet,[],13.75m,3
Triple Jump,Boys,2,Finals,3.4,Gabriel Allen,14,7,Calabar High,[],13.72m,2
Triple Jump,Boys,2,Finals,3.9,Sadiki Morgan,14,8,Wolmer's Hig,[],13.70m,1
Triple Jump,Boys,2,Finals,3.4,Dameon Creary,14,9,Wolmer's Hig,[],13.66m,0
Triple Jump,Boys,2,Finals,4.4,Tevin Dunn,14,10,Munro College,[],13.61m,0
Triple Jump,Boys,2,Finals,4.4,Shammawi Wellington,14,11,Kingston College,[],13.57m,0
Triple Jump,Boys,2,Finals,3.8,Andre Douglas,14,12,Jamaica College,[],13.49m,0
Triple Jump,Boys,2,Finals,1.8,Nathaniel Jordan,14,13,Cedric Titus High,[],13.29m,0
Triple Jump,Boys,2,Finals,2.6,Ayoka Campbell,14,14,Excelsior High,[],12.89m,0
Triple Jump,Boys,2,Finals,1.8,Phillipe Barnett,14,15,Excelsior High,[],12.80m,0
Triple Jump,Boys,2,Finals,4.4,Xavier Ricketts,14,16,Munro College,[],12.24m,0
Triple Jump,Boys,2,Finals,FOUL,Ronaldo Cawley,14,,St. Jago High,[],FOUL,"['', 'FOUL']"
Shot Put,Boys,1,Finals,,Christopher Brown,14,1,Calabar High,[],16.91m,9
Shot Put,Boys,1,Finals,,Sanjae Lawrence,14,2,Petersfield High,[],16.83m,7
Shot Put,Boys,1,Finals,,Demar Gayle,14,3,Edwin Allen High,[],16.81m,6
Shot Put,Boys,1,Finals,,Stefan Mcdonald,14,4,Calabar High,[],16.43m,5
Shot Put,Boys,1,Finals,,Stevon Crooks,14,5,Petersfield High,[],15.93m,4
Shot Put,Boys,1,Finals,,Jason Stephenson,14,6,Jamaica College,[],15.31m,3
Shot Put,Boys,1,Finals,,Kino Dunkley,14,7,Munro College,[],15.15m,2
Shot Put,Boys,1,Finals,,Eric Campbell,14,8,Oberlin High,[],14.71m,1
Shot Put,Boys,1,Finals,,Derrick Pitt,14,9,Kingston College,[],14.26m,0
Shot Put,Boys,1,Finals,,Camal Dyer,14,10,Hydel High,[],14.11m,0
Shot Put,Boys,1,Finals,,Alec-Verne Longmore,14,11,Jamaica College,[],13.64m,0
Shot Put,Boys,1,Finals,,Sanjay Banton,14,12,St. Elizabet,[],13.38m,0
Shot Put,Boys,2,Finals,9,Warren Barrett,14,1,Cornwall College,[],18.18mR,9
Shot Put,Boys,2,Finals,,Kevin Nedrick,14,2,Petersfield High,[],16.08m,7
Shot Put,Boys,2,Finals,,Kyle Mitchell,14,3,Wolmer's Hig,[],16.03m,6
Shot Put,Boys,2,Finals,,Balvin Richards,14,4,Jamaica College,[],15.50m,5
Shot Put,Boys,2,Finals,,Andre Hendricks,14,5,Munro College,[],15.16m,4
Shot Put,Boys,2,Finals,,Daniel Walker,14,6,St. George's Col,[],14.93m,3
Shot Put,Boys,2,Finals,,Galen Hare,14,7,Wolmer's Hig,[],14.62m,2
Shot Put,Boys,2,Finals,,Savion Burke,14,8,Calabar High,[],14.10m,1
Shot Put,Boys,2,Finals,,Vikarie Elliott,14,9,Munro College,[],13.72m,0
Shot Put,Boys,2,Finals,,Jahwahni Hinds,14,10,Calabar High,[],13.36m,0
Shot Put,Boys,2,Finals,,Alroy Williams,14,11,Edwin Allen High,[],12.61m,0
Shot Put,Girls,2,Finals,,Janell Fullerton,14,1,Edwin Allen High,[],15.02m,9
Shot Put,Girls,2,Finals,,Georgetta Samuels,14,2,Holmwood Tech,[],14.55m,7
Shot Put,Girls,2,Finals,,Devia Brown,14,3,Hydel High,[],14.38m,6
Shot Put,Girls,2,Finals,,Paul-Ann Gayle,14,4,Edwin Allen High,[],14.35m,5
Shot Put,Girls,2,Finals,,Tavia Dixon,14,5,Spaldings High,[],13.89m,4
Shot Put,Girls,2,Finals,,Sahjay Stevens,14,6,St. Elizabet,[],13.55m,3
Shot Put,Girls,2,Finals,,Latifah Smith,14,7,Excelsior High,[],13.16m,2
